Time_2 (s),f3_2 (Hz),D3_2 (ppm),f5_2 (Hz),D5_2 (ppm),f7_2 (Hz),D7_2 (ppm),f9_2 (Hz),D9_2 (ppm),f11_2 (Hz),D11_2 (ppm),f13_2 (Hz),D13_2 (ppm),Time_3 (s),f3_3 (Hz),D3_3 (ppm),f5_3 (Hz),D5_3 (ppm),f7_3 (Hz),D7_3 (ppm),f9_3 (Hz),D9_3 (ppm),f11_3 (Hz),D11_3 (ppm),f13_3 (Hz),D13_3 (ppm),Time_4 (s),f3_4 (Hz),D3_4 (ppm),f5_4 (Hz),D5_4 (ppm),f7_4 (Hz),D7_4 (ppm),f9_4 (Hz),D9_4 (ppm),f11_4 (Hz),D11_4 (ppm),f13_4 (Hz),D13_4 (ppm)
485731.01,14853886.85,8.22,24750880.34,6.91,34646827.91,6.01,44543775.59,5.45,54440538.25,6.34,64338022.17,6.87,485713.66,14855345.27,15.88,24754587.10,9.77,34652346.08,7.05,44550877.76,7.11,54449188.61,8.52,64348161.93,9.35,485725.76,14847632.91,15.98,24742012.97,10.43,34634971.30,7.58,44528762.47,7.66,54422350.40,9.56,64316657.58,9.93
485807.65,14853886.84,8.22,24750880.30,6.91,34646827.86,6.01,44543775.53,5.45,54440538.18,6.34,64338022.10,6.87,485795.37,14855354.07,15.18,24754590.86,8.39,34652339.63,6.17,44550870.79,6.42,54449165.49,7.37,64348074.79,9.19,485802.36,14847632.89,15.97,24742012.95,10.43,34634971.28,7.58,44528762.44,7.66,54422350.34,9.56,64316657.48,9.93
485885.58,14853886.84,8.22,24750880.31,6.91,34646827.89,6.01,44543775.54,5.45,54440538.20,6.34,64338022.12,6.87,485867.83,14855349.66,15.53,24754588.98,9.08,34652342.86,6.61,44550874.29,6.76,54449176.95,7.94,64348118.54,9.27,485880.29,14847632.90,15.97,24742012.96,10.43,34634971.28,7.58,44528762.43,7.66,54422350.34,9.56,64316657.49,9.93
485951.17,14853886.84,8.22,24750880.31,6.91,34646827.88,6.01,44543775.54,5.45,54440538.20,6.34,64338022.12,6.87,485933.28,14855349.66,15.53,24754588.98,9.08,34652342.85,6.61,44550874.27,6.76,54449177.08,7.94,64348118.43,9.27,485945.88,14847632.89,15.97,24742012.95,10.43,34634971.27,7.58,44528762.44,7.66,54422350.34,9.56,64316657.48,9.93
486024.12,14853886.83,8.22,24750880.29,6.91,34646827.85,6.01,44543775.51,5.45,54440538.16,6.34,64338022.08,6.87,486009.06,14855350.75,15.44,24754589.44,8.91,34652342.02,6.50,44550873.36,6.68,54449174.09,7.80,64348107.56,9.25,486018.82,14847632.88,15.97,24742012.92,10.43,34634971.23,7.58,44528762.39,7.66,54422350.28,9.56,64316657.41,9.93
486109.56,14853886.81,8.22,24750880.28,6.91,34646827.84,6.01,44543775.49,5.45,54440538.13,6.34,64338022.02,6.87,486093.57,14855344.11,15.97,24754586.56,9.94,34652346.79,7.16,44550878.52,7.19,54449191.39,8.66,64348172.52,9.38,486104.29,14847632.86,15.97,24742012.87,10.43,34634971.16,7.58,44528762.29,7.66,54422350.16,9.56,64316657.29,9.93
486200.50,14853886.79,8.22,24750880.25,6.91,34646827.85,6.01,44543775.47,5.45,54440538.12,6.34,64338022.01,6.87,486184.35,14855350.72,15.44,24754589.40,8.91,34652341.97,6.50,44550873.31,6.68,54449174.04,7.80,64348107.44,9.25,486195.21,14847632.84,15.97,24742012.85,10.43,34634971.14,7.58,44528762.27,7.66,54422350.13,9.56,64316657.24,9.93
486284.38,14853886.79,8.22,24750880.24,6.91,34646827.83,6.01,44543775.45,5.45,54440538.10,6.34,64338021.99,6.87,486272.01,14855350.71,15.44,24754589.39,8.91,34652341.95,6.50,44550873.28,6.68,54449173.93,7.80,64348107.15,9.25,486279.08,14847632.83,15.97,24742012.84,10.43,34634971.13,7.58,44528762.24,7.66,54422350.10,9.56,64316657.21,9.93
486356.64,14853886.79,8.22,24750880.25,6.91,34646827.85,6.01,44543775.46,5.45,54440538.10,6.34,64338022.00,6.87,486339.93,14855345.19,15.88,24754587.02,9.77,34652345.95,7.05,44550877.60,7.11,54449188.49,8.52,64348161.65,9.36,486351.35,14847632.82,15.97,24742012.82,10.43,34634971.09,7.58,44528762.20,7.66,54422350.05,9.56,64316657.14,9.93
486427.33,14853886.77,8.22,24750880.22,6.91,34646827.80,6.01,44543775.42,5.45,54440538.05,6.34,64338021.93,6.87,486415.05,14855354.01,15.18,24754590.78,8.39,34652339.52,6.17,44550870.64,6.42,54449165.30,7.37,64348074.57,9.19,486422.04,14847632.81,15.97,24742012.80,10.43,34634971.09,7.58,44528762.19,7.66,54422350.04,9.56,64316657.13,9.93
486505.26,14853886.75,8.22,24750880.20,6.91,34646827.78,6.01,44543775.39,5.45,54440538.01,6.34,64338021.89,6.87,486487.50,14855349.58,15.53,24754588.87,9.08,34652342.71,6.61,44550874.09,6.76,54449176.69,7.94,64348118.24,9.27,486499.96,14847632.79,15.97,24742012.77,10.43,34634971.02,7.58,44528762.12,7.66,54422349.95,9.56,64316657.02,9.93
486563.79,14853886.74,8.22,24750880.19,6.91,34646827.76,6.01,44543775.36,5.45,54440537.97,6.34,64338021.84,6.87,486547.34,14855349.56,15.53,24754588.86,9.08,34652342.67,6.61,44550874.04,6.76,54449176.74,7.94,64348118.10,9.27,486558.49,14847632.77,15.97,24742012.74,10.43,34634970.98,7.58,44528762.06,7.66,54422349.89,9.56,64316656.95,9.93
486641.60,14853886.74,8.22,24750880.18,6.91,34646827.75,6.01,44543775.35,5.45,54440537.96,6.34,64338021.83,6.87,486622.90,14855349.55,15.53,24754588.84,9.08,34652342.67,6.61,44550874.04,6.76,54449176.69,7.94,64348118.07,9.27,486636.30,14847632.76,15.97,24742012.72,10.43,34634970.95,7.58,44528762.02,7.66,54422349.83,9.56,64316656.88,9.93
486709.88,14853886.74,8.22,24750880.17,6.91,34646827.73,6.01,44543775.34,5.45,54440537.95,6.34,64338021.82,6.87,486698.69,14855353.96,15.18,24754590.73,8.39,34652339.44,6.17,44550870.55,6.42,54449165.09,7.37,64348074.43,9.19,486704.58,14847632.75,15.97,24742012.72,10.43,34634970.97,7.58,44528762.05,7.66,54422349.86,9.56,64316656.90,9.93
486780.41,14853886.73,8.22,24750880.16,6.91,34646827.72,6.01,44543775.33,5.45,54440537.94,6.34,64338021.78,6.87,486763.70,14855345.12,15.88,24754586.93,9.77,34652345.83,7.05,44550877.44,7.11,54449188.28,8.51,64348161.44,9.36,486775.11,14847632.74,15.97,24742012.68,10.43,34634970.90,7.58,44528761.94,7.66,54422349.75,9.56,64316656.80,9.93
486847.71,14853886.72,8.22,24750880.14,6.91,34646827.70,6.01,44543775.30,5.45,54440537.90,6.34,64338021.75,6.87,486829.76,14855349.52,15.53,24754588.81,9.08,34652342.61,6.61,44550873.97,6.76,54449176.70,7.94,64348118.10,9.27,486842.41,14847632.73,15.97,24742012.68,10.43,34634970.89,7.58,44528761.94,7.66,54422349.74,9.56,64316656.77,9.93
486920.19,14853886.71,8.22,24750880.15,6.91,34646827.70,6.01,44543775.30,5.45,54440537.90,6.34,64338021.77,6.87,486907.98,14855347.31,15.71,24754587.85,9.42,34652344.20,6.83,44550875.67,6.94,54449182.38,8.23,64348139.46,9.31,486914.89,14847632.73,15.97,24742012.67,10.43,34634970.87,7.58,44528761.93,7.66,54422349.71,9.56,64316656.74,9.93
486990.50,14853886.71,8.22,24750880.14,6.91,34646827.68,6.02,44543775.28,5.45,54440537.88,6.34,64338021.73,6.87,486979.70,14855353.93,15.18,24754590.69,8.39,34652339.38,6.17,44550870.47,6.42,54449164.99,7.37,64348074.22,9.19,486985.20,14847632.71,15.97,24742012.66,10.43,34634970.88,7.58,44528761.94,7.66,54422349.72,9.56,64316656.72,9.93
487061.08,14853886.70,8.22,24750880.12,6.91,34646827.68,6.02,44543775.27,5.45,54440537.88,6.34,64338021.73,6.87,487044.34,14855345.09,15.88,24754586.90,9.77,34652345.78,7.05,44550877.37,7.11,54449188.21,8.52,64348161.33,9.36,487055.78,14847632.70,15.97,24742012.63,10.43,34634970.81,7.58,44528761.84,7.66,54422349.63,9.56,64316656.64,9.93
487129.72,14853886.70,8.22,24750880.13,6.91,34646827.72,6.02,44543775.27,5.45,54440537.86,6.34,64338021.70,6.87,487117.57,14855350.60,15.44,24754589.25,8.91,34652341.77,6.50,44550873.05,6.68,54449173.77,7.80,64348106.86,9.25,487124.42,14847632.70,15.97,24742012.63,10.43,34634970.83,7.58,44528761.85,7.66,54422349.65,9.56,64316656.65,9.93
487202.21,14853886.70,8.22,24750880.13,6.91,34646827.72,6.02,44543775.27,5.45,54440537.88,6.34,64338021.73,6.87,487184.97,14855349.50,15.53,24754588.80,9.08,34652342.59,6.61,44550873.95,6.76,54449176.56,7.94,64348117.94,9.27,487196.91,14847632.70,15.97,24742012.63,10.43,34634970.83,7.58,44528761.87,7.66,54422349.67,9.56,64316656.68,9.93
487279.40,14853886.70,8.22,24750880.14,6.91,34646827.74,6.02,44543775.29,5.45,54440537.90,6.34,64338021.75,6.87,487261.20,14855345.09,15.88,24754586.90,9.77,34652345.80,7.05,44550877.41,7.11,54449188.30,8.51,64348161.35,9.35,487274.11,14847632.71,15.97,24742012.64,10.43,34634970.84,7.58,44528761.87,7.66,54422349.66,9.56,64316656.68,9.93
487346.20,14853886.71,8.22,24750880.14,6.91,34646827.76,6.02,44543775.30,5.45,54440537.92,6.34,64338021.76,6.87,487328.49,14855349.51,15.53,24754588.81,9.08,34652342.62,6.61,44550873.97,6.76,54449176.59,7.94,64348118.10,9.27,487340.91,14847632.72,15.97,24742012.66,10.43,34634970.86,7.58,44528761.90,7.66,54422349.70,9.56,64316656.72,9.93
487418.65,14853886.71,8.22,24750880.14,6.91,34646827.73,6.02,44543775.30,5.45,54440537.90,6.34,64338021.77,6.87,487403.23,14855350.62,15.44,24754589.30,8.91,34652341.82,6.50,44550873.11,6.68,54449173.76,7.80,64348107.18,9.25,487413.35,14847632.73,15.97,24742012.67,10.43,34634970.88,7.58,44528761.94,7.66,54422349.73,9.56,64316656.76,9.93
487504.35,14853886.71,8.22,24750880.15,6.91,34646827.74,6.02,44543775.30,5.45,54440537.90,6.34,64338021.77,6.87,487492.06,14855353.93,15.18,24754590.70,8.39,34652339.41,6.17,44550870.51,6.42,54449165.15,7.37,64348074.39,9.19,487499.05,14847632.73,15.97,24742012.68,10.43,34634970.90,7.58,44528761.97,7.66,54422349.75,9.56,64316656.79,9.93
487574.38,14853886.71,8.22,24750880.16,6.91,34646827.73,6.02,44543775.31,5.45,54440537.92,6.34,64338021.79,6.87,487558.13,14855345.11,15.88,24754586.93,9.77,34652345.83,7.05,44550877.44,7.11,54449188.25,8.52,64348161.42,9.36,487569.09,14847632.73,15.97,24742012.67,10.43,34634970.88,7.58,44528761.94,7.66,54422349.73,9.56,64316656.75,9.93
487648.32,14853886.72,8.22,24750880.16,6.91,34646827.72,6.02,44543775.31,5.45,54440537.92,6.34,64338021.79,6.87,487631.94,14855350.63,15.44,24754589.30,8.91,34652341.84,6.50,44550873.14,6.68,54449173.76,7.80,64348107.19,9.25,487643.02,14847632.74,15.97,24742012.69,10.43,34634970.92,7.58,44528761.98,7.66,54422349.78,9.56,64316656.83,9.93
487736.37,14853886.73,8.22,24750880.17,6.91,34646827.73,6.02,44543775.34,5.45,54440537.96,6.34,64338021.82,6.87,487717.67,14855349.54,15.53,24754588.84,9.08,34652342.67,6.61,44550874.03,6.76,54449176.69,7.94,64348118.04,9.27,487731.07,14847632.75,15.97,24742012.70,10.43,34634970.94,7.58,44528762.02,7.66,54422349.82,9.56,64316656.88,9.93
487804.64,14853886.73,8.22,24750880.17,6.91,34646827.74,6.02,44543775.33,5.45,54440537.95,6.34,64338021.82,6.87,487793.45,14855353.96,15.18,24754590.74,8.39,34652339.45,6.17,44550870.56,6.42,54449165.11,7.37,64348074.44,9.19,487799.34,14847632.76,15.97,24742012.73,10.43,34634970.98,7.58,44528762.06,7.66,54422349.88,9.56,64316656.93,9.93
487882.63,14853886.73,8.22,24750880.18,6.91,34646827.76,6.02,44543775.36,5.45,54440537.98,6.34,64338021.85,6.87,487864.41,14855345.14,15.88,24754586.96,9.77,34652345.87,7.05,44550877.50,7.11,54449188.41,8.51,64348161.49,9.35,487877.33,14847632.77,15.97,24742012.73,10.43,34634970.95,7.58,44528762.03,7.66,54422349.83,9.56,64316656.90,9.93
487949.51,14853886.74,8.22,24750880.18,6.91,34646827.75,6.02,44543775.35,5.45,54440537.97,6.34,64338021.84,6.87,487931.77,14855349.56,15.53,24754588.86,9.08,34652342.69,6.61,44550874.06,6.76,54449176.70,7.94,64348118.21,9.27,487944.23,14847632.77,15.97,24742012.74,10.43,34634970.98,7.58,44528762.06,7.66,54422349.88,9.56,64316656.95,9.93
488032.76,14853886.73,8.22,24750880.19,6.91,34646827.72,6.02,44543775.35,5.45,54440537.97,6.34,64338021.85,6.87,488009.69,14855345.14,15.88,24754586.97,9.77,34652345.90,7.05,44550877.53,7.11,54449188.41,8.51,64348161.86,9.35,488027.47,14847632.77,15.97,24742012.73,10.43,34634970.97,7.58,44528762.06,7.66,54422349.87,9.56,64316656.92,9.93
488108.01,14853886.74,8.22,24750880.18,6.91,34646827.72,6.02,44543775.36,5.45,54440537.98,6.34,64338021.85,6.87,488095.64,14855350.67,15.44,24754589.33,8.91,34652341.88,6.50,44550873.19,6.68,54449173.82,7.80,64348107.02,9.25,488102.71,14847632.78,15.97,24742012.76,10.43,34634971.01,7.58,44528762.10,7.66,54422349.92,9.56,64316656.98,9.93
488189.06,14853886.75,8.22,24750880.20,6.91,34646827.74,6.02,44543775.37,5.45,54440537.99,6.34,64338021.86,6.87,488170.64,14855349.57,15.53,24754588.88,9.08,34652342.71,6.61,44550874.10,6.76,54449176.89,7.94,64348118.30,9.27,488183.76,14847632.79,15.97,24742012.79,10.43,34634971.04,7.58,44528762.15,7.66,54422349.97,9.56,64316657.05,9.93
488253.69,14853886.75,8.22,24750880.20,6.91,34646827.75,6.02,44543775.38,5.45,54440538.01,6.34,64338021.88,6.87,488236.46,14855349.58,15.53,24754588.89,9.08,34652342.72,6.61,44550874.11,6.76,54449176.77,7.94,64348118.20,9.27,488248.40,14847632.80,15.97,24742012.79,10.43,34634971.05,7.58,44528762.15,7.66,54422349.99,9.56,64316657.06,9.93
488332.30,14853886.76,8.22,24750880.20,6.91,34646827.77,6.02,44543775.38,5.45,54440538.01,6.34,64338021.89,6.87,488313.87,14855349.59,15.53,24754588.89,9.08,34652342.72,6.61,44550874.11,6.76,54449176.91,7.94,64348118.32,9.27,488327.00,14847632.81,15.97,24742012.81,10.43,34634971.06,7.58,44528762.17,7.66,54422350.03,9.56,64316657.11,9.93
488396.00,14853886.76,8.22,24750880.21,6.91,34646827.76,6.02,44543775.38,5.45,54440538.01,6.34,64338021.89,6.87,488379.73,14855345.18,15.88,24754587.00,9.77,34652345.92,7.05,44550877.56,7.11,54449188.41,8.52,64348161.61,9.36,488390.70,14847632.81,15.97,24742012.79,10.43,34634971.06,7.58,44528762.17,7.66,54422350.01,9.56,64316657.11,9.93
488460.28,14853886.76,8.22,24750880.22,6.91,34646827.79,6.02,44543775.42,5.45,54440538.06,6.34,64338021.93,6.87,488448.95,14855344.08,15.97,24754586.52,9.94,34652346.73,7.16,44550878.42,7.19,54449191.26,8.66,64348172.18,9.37,488454.98,14847632.82,15.97,24742012.80,10.43,34634971.07,7.58,44528762.18,7.66,54422350.03,9.56,64316657.12,9.93
488531.52,14853886.78,8.22,24750880.23,6.91,34646827.82,6.02,44543775.42,5.45,54440538.06,6.34,64338021.96,6.87,488520.38,14855354.03,15.18,24754590.81,8.39,34652339.55,6.17,44550870.69,6.42,54449165.29,7.38,64348074.64,9.19,488526.25,14847632.84,15.97,24742012.86,10.43,34634971.16,7.58,44528762.29,7.66,54422350.18,9.56,64316657.29,9.93
488603.18,14853886.78,8.22,24750880.23,6.91,34646827.83,6.02,44543775.44,5.45,54440538.07,6.34,64338021.97,6.87,488585.27,14855349.63,15.53,24754588.94,9.08,34652342.80,6.61,44550874.21,6.76,54449177.00,7.94,64348118.33,9.27,488597.88,14847632.87,15.97,24742012.89,10.43,34634971.19,7.58,44528762.33,7.66,54422350.21,9.56,64316657.35,9.93
488674.52,14853886.80,8.22,24750880.25,6.91,34646827.84,6.02,44543775.47,5.45,54440538.12,6.34,64338022.02,6.87,488657.73,14855345.23,15.88,24754587.07,9.77,34652346.01,7.05,44550877.68,7.11,54449188.55,8.52,64348161.89,9.36,488669.23,14847632.89,15.97,24742012.91,10.43,34634971.22,7.58,44528762.37,7.66,54422350.25,9.56,64316657.38,9.93
488748.41,14853886.81,8.22,24750880.26,6.91,34646827.84,6.02,44543775.47,5.45,54440538.12,6.34,64338022.01,6.87,488732.05,14855350.76,15.44,24754589.45,8.91,34652342.03,6.50,44550873.39,6.68,54449174.07,7.80,64348107.55,9.25,488743.12,14847632.90,15.97,24742012.93,10.43,34634971.26,7.58,44528762.42,7.66,54422350.32,9.56,64316657.46,9.93
488831.04,14853886.82,8.22,24750880.26,6.91,34646827.81,6.02,44543775.49,5.45,54440538.14,6.34,64338022.04,6.87,488813.10,14855349.67,15.53,24754588.98,9.08,34652342.85,6.61,44550874.27,6.76,54449177.07,7.94,64348118.56,9.27,488825.74,14847632.91,15.97,24742012.95,10.43,34634971.28,7.58,44528762.46,7.66,54422350.36,9.56,64316657.50,9.93
488901.46,14853886.81,8.22,24750880.27,6.91,34646827.82,6.02,44543775.49,5.45,54440538.13,6.34,64338022.03,6.87,488883.45,14855345.26,15.88,24754587.09,9.77,34652346.05,7.05,44550877.73,7.11,54449188.58,8.52,64348161.81,9.35,488896.17,14847632.91,15.98,24742012.95,10.43,34634971.27,7.58,44528762.44,7.66,54422350.33,9.56,64316657.49,9.93
488978.51,14853886.82,8.22,24750880.26,6.91,34646827.80,6.01,44543775.50,5.45,54440538.15,6.34,64338022.05,6.87,488966.22,14855354.10,15.18,24754590.88,8.39,34652339.65,6.17,44550870.82,6.42,54449165.51,7.37,64348074.84,9.19,488973.21,14847632.92,15.98,24742012.98,10.43,34634971.33,7.58,44528762.51,7.66,54422350.42,9.56,64316657.59,9.93
489046.38,14853886.83,8.22,24750880.26,6.91,34646827.81,6.02,44543775.49,5.45,54440538.15,6.34,64338022.05,6.87,489035.58,14855354.11,15.18,24754590.89,8.39,34652339.66,6.17,44550870.83,6.42,54449165.51,7.37,64348074.76,9.19,489041.08,14847632.93,15.98,24742012.98,10.43,34634971.34,7.58,44528762.53,7.66,54422350.45,9.56,64316657.60,9.93
489117.15,14853886.85,8.22,24750880.27,6.91,34646827.82,6.02,44543775.51,5.45,54440538.17,6.34,64338022.07,6.87,489099.74,14855349.70,15.53,24754589.01,9.08,34652342.88,6.61,44550874.32,6.76,54449177.11,7.94,64348118.49,9.27,489111.86,14847632.94,15.98,24742012.99,10.43,34634971.34,7.58,44528762.52,7.66,54422350.44,9.56,64316657.62,9.93
489182.50,14853886.86,8.22,24750880.28,6.91,34646827.82,6.02,44543775.52,5.45,54440538.18,6.34,64338022.09,6.87,489166.01,14855349.70,15.53,24754589.03,9.08,34652342.91,6.61,44550874.34,6.76,54449177.11,7.94,64348118.68,9.27,489177.20,14847632.95,15.98,24742013.01,10.43,34634971.37,7.58,44528762.56,7.66,54422350.48,9.56,64316657.66,9.93
489259.90,14853886.87,8.22,24750880.28,6.91,34646827.84,6.01,44543775.55,5.45,54440538.21,6.34,64338022.11,6.87,489240.72,14855349.72,15.53,24754589.02,9.08,34652342.92,6.61,44550874.37,6.76,54449177.14,7.94,64348118.53,9.27,489254.60,14847632.95,15.98,24742013.01,10.43,34634971.37,7.58,44528762.56,7.66,54422350.47,9.56,64316657.66,9.93
489325.75,14853886.87,8.22,24750880.29,6.91,34646827.86,6.02,44543775.55,5.45,54440538.21,6.34,64338022.12,6.87,489309.28,14855349.73,15.53,24754589.05,9.08,34652342.93,6.61,44550874.38,6.76,54449177.15,7.94,64348118.74,9.27,489320.45,14847632.96,15.98,24742013.02,10.43,34634971.38,7.58,44528762.58,7.66,54422350.51,9.56,64316657.69,9.93
489397.17,14853886.88,8.23,24750880.29,6.91,34646827.85,6.02,44543775.56,5.45,54440538.23,6.34,64338022.15,6.87,489379.23,14855349.73,15.53,24754589.05,9.08,34652342.94,6.61,44550874.39,6.76,54449177.20,7.94,64348118.73,9.27,489391.88,14847632.97,15.98,24742013.03,10.43,34634971.40,7.58,44528762.60,7.66,54422350.53,9.56,64316657.72,9.93
489471.97,14853886.89,8.23,24750880.29,6.91,34646827.86,6.02,44543775.58,5.45,54440538.24,6.34,64338022.16,6.87,489459.82,14855354.16,15.18,24754590.94,8.39,34652339.74,6.17,44550870.92,6.42,54449165.51,7.37,64348074.94,9.19,489466.67,14847632.97,15.98,24742013.04,10.43,34634971.42,7.58,44528762.60,7.66,54422350.56,9.56,64316657.74,9.93
489544.10,14853886.90,8.23,24750880.30,6.91,34646827.87,6.02,44543775.59,5.45,54440538.27,6.34,64338022.18,6.87,489526.20,14855349.74,15.53,24754589.07,9.08,34652342.95,6.61,44550874.41,6.76,54449177.24,7.94,64348118.61,9.27,489538.80,14847632.96,15.98,24742013.02,10.43,34634971.39,7.58,44528762.60,7.66,54422350.52,9.56,64316657.72,9.93
489616.57,14853886.89,8.23,24750880.29,6.91,34646827.87,6.02,44543775.59,5.45,54440538.26,6.34,64338022.20,6.87,489598.61,14855349.74,15.53,24754589.06,9.08,34652342.96,6.61,44550874.41,6.76,54449177.22,7.94,64348118.75,9.27,489611.27,14847632.97,15.98,24742013.03,10.43,34634971.38,7.58,44528762.58,7.66,54422350.50,9.56,64316657.70,9.93
489687.38,14853886.89,8.23,24750880.29,6.91,34646827.86,6.01,44543775.59,5.45,54440538.27,6.34,64338022.19,6.87,489670.59,14855345.33,15.88,24754587.18,9.77,34652346.15,7.05,44550877.87,7.11,54449188.76,8.52,64348162.13,9.36,489682.08,14847632.96,15.98,24742013.01,10.43,34634971.36,7.58,44528762.54,7.66,54422350.46,9.56,64316657.65,9.93
489753.08,14853886.90,8.23,24750880.30,6.91,34646827.87,6.01,44543775.60,5.45,54440538.27,6.34,64338022.19,6.87,489741.27,14855347.54,15.71,24754588.11,9.42,34652344.56,6.83,44550876.13,6.94,54449182.94,8.23,64348140.15,9.31,489747.81,14847632.97,15.98,24742013.03,10.43,34634971.37,7.58,44528762.57,7.66,54422350.49,9.56,64316657.70,9.93
489826.51,14853886.91,8.23,24750880.29,6.91,34646827.86,6.01,44543775.60,5.45,54440538.29,6.34,64338022.22,6.87,489809.78,14855345.34,15.88,24754587.19,9.77,34652346.18,7.05,44550877.88,7.11,54449188.81,8.52,64348162.04,9.36,489821.22,14847632.97,15.98,24742013.02,10.43,34634971.37,7.58,44528762.55,7.66,54422350.49,9.56,64316657.67,9.93
489893.84,14853886.91,8.23,24750880.30,6.91,34646827.86,6.01,44543775.61,5.45,54440538.30,6.34,64338022.21,6.87,489875.89,14855349.76,15.53,24754589.08,9.08,34652342.99,6.61,44550874.45,6.76,54449177.27,7.94,64348118.80,9.27,489888.55,14847632.97,15.98,24742013.03,10.43,34634971.39,7.58,44528762.57,7.66,54422350.49,9.56,64316657.69,9.93
489968.59,14853886.92,8.23,24750880.29,6.91,34646827.86,6.01,44543775.61,5.45,54440538.29,6.34,64338022.24,6.87,489956.45,14855354.18,15.18,24754590.97,8.39,34652339.78,6.17,44550870.98,6.42,54449165.58,7.37,64348075.02,9.19,489963.29,14847632.97,15.98,24742013.03,10.43,34634971.39,7.58,44528762.59,7.66,54422350.51,9.56,64316657.69,9.93
490048.30,14853886.93,8.23,24750880.29,6.91,34646827.84,6.01,44543775.62,5.45,54440538.31,6.34,64338022.23,6.87,490029.88,14855349.77,15.53,24754589.09,9.08,34652343.00,6.61,44550874.47,6.76,54449177.35,7.94,64348118.81,9.27,490043.00,14847632.97,15.98,24742013.02,10.43,34634971.37,7.58,44528762.57,7.66,54422350.47,9.56,64316657.65,9.93
490109.82,14853886.93,8.23,24750880.28,6.91,34646827.81,6.01,44543775.61,5.45,54440538.30,6.34,64338022.22,6.87,490099.02,14855354.19,15.18,24754590.99,8.39,34652339.78,6.17,44550870.98,6.42,54449165.70,7.37,64348075.00,9.19,490104.52,14847632.96,15.98,24742013.02,10.43,34634971.39,7.58,44528762.57,7.66,54422350.51,9.56,64316657.68,9.93
490177.26,14853886.93,8.23,24750880.29,6.91,34646827.81,6.01,44543775.61,5.45,54440538.30,6.34,64338022.22,6.87,490166.47,14855354.18,15.17,24754590.98,8.39,34652339.78,6.17,44550870.98,6.42,54449165.69,7.37,64348074.98,9.19,490171.98,14847632.96,15.98,24742013.01,10.43,34634971.37,7.58,44528762.58,7.66,54422350.51,9.56,64316657.66,9.93
490254.79,14853886.93,8.23,24750880.28,6.92,34646827.81,6.01,44543775.61,5.45,54440538.30,6.34,64338022.22,6.87,490237.03,14855349.77,15.53,24754589.09,9.08,34652343.00,6.61,44550874.47,6.76,54449177.17,7.94,64348118.79,9.27,490249.49,14847632.96,15.98,24742013.00,10.43,34634971.34,7.58,44528762.53,7.66,54422350.44,9.56,64316657.60,9.93
490316.09,14853886.93,8.23,24750880.28,6.92,34646827.80,6.01,44543775.61,5.45,54440538.29,6.34,64338022.22,6.87,490305.30,14855354.19,15.17,24754590.98,8.39,34652339.78,6.17,44550870.98,6.42,54449165.61,7.37,64348074.97,9.19,490310.79,14847632.95,15.98,24742013.00,10.43,34634971.35,7.58,44528762.54,7.66,54422350.45,9.56,64316657.61,9.93
